activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163557300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,2,2,1,2,55000.0,62.15,8.89,1.6,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,285000,1,1,3,5,1,NA,136,<20%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,2220,12.93,72800,200,767,811,55
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163564501,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,1,2,105000.0,48.52,7.84,0.55,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,605000,1,1,3,5,1,NA,105,45,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,6122,34.43,72800,273,1691,1686,15
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163532100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,2,1,2,1,2,55000.0,33.33,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,155000,1,1,3,5,1,NA,78,>60%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,,,,2162,81.41,72800,104,540,930,0
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163550100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,1,1,2,2,2,305000.0,NA,2.875,NA,3,29.25,NA,0.0,,,341,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,98,30%-<36%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,3945,18.23,72800,240,1059,1546,0
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163576500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,2,1,2,1,2,55000.0,40.0,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,125000,1,1,3,5,1,NA,55,47,9,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,45-54,No,No,1,1,6,,,,,3,,,,3901,17.3,72800,187,1321,1486,68
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163558500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,1,2,2,1,2,75000.0,119.92,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,265000,1,1,3,5,1,NA,117,30%-<36%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,4,,,,3863,12.06,72800,149,1276,1320,62
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163538400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,2,2,2,1,2,55000.0,35.5,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,405000,1,1,3,5,1,NA,80,36,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,3,,,,3330,82.52,72800,142,1372,1743,0
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163501800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,5,0,2,1,1,1,2,1,1,65000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,NA,1,1,3,5,1,NA,94,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,4117,84.09,72800,118,1409,2351,79
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163550300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,105000.0,48.21,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,505000,1,1,3,5,1,NA,87,50%-60%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,3,,,,3541,11.3,72800,304,1025,1057,0
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163573800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Asian,Male,3,0,2,1,4,1,2,1,2,145000.0,79.56,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,185000,1,1,3,5,1,NA,65,42,8,10,14,,,,,5,,,,,2,4,27,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,NA,1,1,6,,,,,3,4,6,9,5715,8.77,72800,75,843,1436,76
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163530200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,3,0,2,1,2,1,2,1,1,75000.0,80.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,95000,1,1,3,5,1,NA,42,20%-<30%,8,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,3,,,,3546,83.31,72800,75,697,1468,76
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163550800,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,3,0,2,1,2,2,2,1,2,85000.0,123.46,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,305000,1,1,3,5,1,NA,100,>60%,8,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,3,,,,1635,13.88,72800,300,578,646,68
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163569800,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Male,5,0,2,1,2,2,2,1,2,85000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,128,NA,9,9,2,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,2494,17.32,72800,78,644,904,65
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163535000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,4,0,2,1,2,1,2,1,2,25000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,NA,1,1,3,5,1,NA,152,NA,9,9,2,,,,,5,,,,,1,4,3,,,,,8,,,,,1,4,1,5,1,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,2411,97.64,72800,79,607,1184,78
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163597000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,1,2,1,2,275000.0,32.35,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,855000,1,1,3,5,1,NA,56,>60%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,1,,,,4997,14.93,72800,139,1498,1801,48
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163575000,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,3,0,2,1,4,2,2,1,2,105000.0,51.07,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,325000,1,1,3,5,1,NA,52,>60%,8,10,2,,,,,5,,,,,2,4,2,27,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,1,,,,4702,18.06,72800,163,1361,1772,74
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163553601,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,2,1,1,2,2,2,165000.0,96.5,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,165000,1,1,3,5,1,NA,31,>60%,1,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,3,,,,,1,,,,1931,92.34,72800,101,673,1236,0
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163542600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,2,1,2,1,2,25000.0,30.49,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,85000,1,1,3,5,1,NA,16,44,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,3,,,,3168,99.31,72800,78,520,1249,71
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163561200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,135000.0,71.02,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,835000,1,1,3,5,1,NA,205,39,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,6,,,7688,46.1,72800,305,2246,2302,15
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163574600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,1,2,25000.0,55.91,6.74,2.63,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,265000,1,1,3,5,1,NA,124,20%-<30%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,5352,12.44,72800,147,1552,1799,73
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163554800,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,4,2,2,1,2,25000.0,79.4,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,155000,1,1,3,5,1,NA,45,38,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,6,,,,,9,,,,3611,68.1,72800,119,935,1222,64
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163577700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,2,1,2,105000.0,59.88,8.04,0.75,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,165000,1,1,3,5,1,NA,104,20%-<30%,9,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,2437,31.27,72800,122,825,947,70
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163500700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,2,0,2,1,4,1,2,1,2,45000.0,53.33,6.74,1.51,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,75000,1,1,3,5,1,NA,36,38,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,NA,1,1,6,,,,,10,,,,4109,96.84,72800,72,419,1582,71
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163545600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,1,2,1,2,55000.0,78.13,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,65000,1,1,3,5,1,NA,60,<20%,8,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,35-44,9999,No,NA,1,1,6,,,,,3,6,,,5319,39.63,72800,50,835,1662,74
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163550400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,1,2,1,2,105000.0,50.0,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,205000,1,1,3,5,2,NA,94,20%-<30%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,3,,,,1648,13.59,72800,196,539,761,0
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163540200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,0,2,1,1,1,2,2,2,105000.0,91.31,6.75,-0.256,2,255.15,NA,255.15,255.15,88.0,360,NA,NA,2,2,2,2,115000,1,1,3,5,1,NA,64,40,3,9,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,1,2,2,2,35-44,45-54,No,No,1,1,7,,,,,10,,,,3183,99.34,72800,43,631,1629,66
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163510600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,1,1,1,1,2,2,2,85000.0,97.0,4.625,-1.393,2,0.0,NA,0.0,4599.06,366.69,360,NA,NA,2,2,2,2,85000,1,1,3,5,1,NA,32,40,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,1,1,2,,,,,10,,,,5499,73.69,72800,42,1030,1855,0
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163592000,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,35000.0,66.59,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,325000,1,1,3,5,1,NA,125,49,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,1,,,,4689,20.41,72800,149,1437,1687,26
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163534700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,2,1,2,1,2,55000.0,66.67,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,75000,1,1,3,5,2,NA,80,38,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,6,9,,,3056,97.32,72800,57,922,1548,74
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163573702,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,1,2,1,2,285000.0,80.0,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,365000,1,1,3,5,2,NA,120,20%-<30%,8,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,25-34,9999,No,NA,1,1,6,,,,,3,6,,,7178,6.91,72800,75,1103,1713,70
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163569300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,35000.0,89.5,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,205000,1,1,3,5,1,NA,50,20%-<30%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,3,,,,3688,18.25,72800,108,1202,1453,63
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163573100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,1,2,2,2,1,2,85000.0,79.74,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,515000,1,1,3,5,1,NA,46,>60%,8,10,1,14,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,6,,,,,1,3,6,,4820,20.31,72800,119,831,1290,54
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163564502,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,4,1,2,1,2,105000.0,26.9,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,375000,1,1,3,5,1,NA,168,<20%,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,>74,>74,Yes,Yes,1,1,6,,,,,3,6,,,3670,44.03,72800,256,1312,1359,24
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163565800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,4,1,2,1,2,105000.0,56.18,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,175000,1,1,3,5,1,NA,38,>60%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,1,,,,3751,27.57,72800,123,913,1270,61
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163537100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,2,1,2,1,2,25000.0,25.0,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,105000,1,1,3,5,1,NA,67,39,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,3,,,,1946,98.56,72800,55,454,1049,69
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163530200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,2,0,1,1,1,1,2,2,2,195000.0,97.0,5.5,-1.452,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,74,30%-<36%,1,10,2,,,,,5,,,,,2,4,3,5,,,,8,,,,,2,4,2,5,2,4,<25,9999,No,NA,1,1,2,7,,,,10,,,,3546,83.31,72800,75,697,1468,76
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163554500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,2,1,2,55000.0,44.25,8.04,0.88,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,115000,1,1,3,5,1,NA,70,<20%,9,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,2766,52.49,72800,58,611,1114,69
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163564401,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,4,2,2,1,2,115000.0,78.92,6.24,0.105,2,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,585000,1,1,3,5,1,NA,93,42,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,6131,33.57,72800,268,1813,1845,24
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163505400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,2,1,1,1,2,2,2,25000.0,95.0,6.625,0.556,2,0.0,NA,0.0,1091.08,,360,NA,NA,2,2,2,2,25000,1,1,3,5,1,NA,46,30%-<36%,1,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,2,7,,,,10,,,,1927,97.61,72800,59,297,1416,73
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163500900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,2,1,2,1,1,55000.0,33.33,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,155000,1,1,3,5,1,NA,25,30%-<36%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,3,,,,3706,98,72800,37,586,1643,74
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163556600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,2,1,2,105000.0,25.83,6.24,0.7,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,385000,1,1,3,5,1,NA,68,36,8,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,3427,10.88,72800,189,1323,1328,48
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163572600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Female,3,0,2,1,2,1,2,1,2,35000.0,25.0,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,145000,1,1,3,5,1,NA,50,20%-<30%,8,10,2,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,,,,5439,33.04,72800,85,1207,2009,63
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163577800,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,2,2,2,1,2,35000.0,65.22,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,135000,1,1,3,5,1,NA,87,>60%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,3,,,,5173,33.64,72800,97,1590,1996,66
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163556900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,1,4,1,2,1,2,25000.0,20.83,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,125000,1,1,3,5,1,NA,40,>60%,8,10,11,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,1,,,,3686,19.83,72800,176,1199,1261,56
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163565302,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,3,0,2,1,4,2,2,1,2,105000.0,76.18,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,435000,1,1,3,5,1,NA,82,50%-60%,8,10,2,,,,,5,,,,,2,4,21,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,6,,,,,1,3,4,,4478,57.93,72800,96,907,621,37
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163576200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,1,1,2,2,2,145000.0,80.0,7.0,-0.032,2,3144.06,NA,1090.56,560.56,,360,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,70,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,2,7,,,,10,,,,2566,18.98,72800,144,839,1044,66
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163585800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,1,2,1,2,55000.0,23.55,6.74,0.325,2,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,215000,1,1,3,5,1,NA,68,20%-<30%,9,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,6,,,,,10,,,,4955,69.04,72800,118,1133,1488,29
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163540500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,2,1,2,1,1,35000.0,40.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,2,2,2,75000,1,1,3,5,1,NA,35,<20%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,,,,3466,98.85,72800,57,636,1262,72
2022,B4TYDEB6GKMZO031MB27,19804,MI,26163,26163503300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,2,1,2,1,2,25000.0,40.98,NA,NA,3,NA,NA,NA,NA,NA,360,36,1,2,2,2,2,65000,1,1,3,5,1,NA,37,>60%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,,,,3407,97.36,72800,47,309,1809,72
